row_number(),Pests,Pests_Key,Pests_Sub_Key,Sci_Name,Res_MOA_Group
1040,LARGE CRAB GRASS (DIGITARIA SANGUINALIS),CRABGRASS,LARGE CRAB GRASS,DIGITARIA SANGUINALIS,1
1041,MOUNTAIN-FLY HONEYSUCKLE (LORNICA VILLOSA),HONEYSUCKLE,MOUNTAINFLY HONEYSUCKLE,LONICERA VILLOSA,
1042,NARROW-LEAVED HAWK'S BEARD (CREPIS TECTORUM),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1043,NARROW-LEAVED VETCH (VICIA ANGUSTIFOLIA),VETCH,NARROW LEAF VETCH,VICIA SATIVA,
1044,NIGHT-FLOWERING CATCHFLY (SILENE NOCTIFLORA),NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
1045,PENNSYLVANIA SMARTWEED (POLYGONUM PENSYLVANICUM),SMARTWEED,PENNSYLVANIA SMARTWEED,PERSICARIA PENSYLVANICA,
1046,PERENNIAL SOW THISTLE (SONCHUS ARVENSIS),SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1047,PRICKLY LET,LETTUCE,PRICKLY LETTUCE,LACTUCA SERRIOLA,
1048,SMARTWEED LADY'S-THUMB,SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
1049,"BUCKWHEAT, WILD",BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
1050,"CANOLA, VOLUNTEER",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1051,"PIGWEED, REDROOT",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1052,DRY PEAS,DRY PEA,DRY PEA,LATHYRUS OLERACEUS,
1053,FIELD PEAS,FIELD PEA,FIELD PEA,PISUM SATIVUM,
1054,GOOSEGRASS,GOOSEGRASS,GOOSEGRASS,ELEUSINE INDICA,
1055,STINKGRASS,STINKGRASS,STINKGRASS,ERAGROSTIS CILIANENSIS,
1056,LOOSE SILKY-BENTGRASS,LOOSE SILKY BENTGRASS,LOOSE SILKY BENTGRASS,APERA SPICA-VENTI,
1057,WILD MILLET (GREEN & YELLOW FOXTAIL),FOXTAIL,GREEN AND YELLOW FOXTAIL,SETARIA SPP.,
1058,YELLOW FOXTAIL (WILD MILLET),FOXTAIL,YELLOW FOXTAIL,SETARIA PUMILA,5
1059,CEREAL LEAF DISEASES,NA,NA,,
1060,COMMON GROUNDSEL (SENECIO VULGARIS),GROUNDSEL,COMMON GROUNDSEL,SENECIO VULGARIS,5
1061,HAIRY BITTERCRESS (CARDAMINE HIRSUTA),BITTERCRESS,HAIRY BITTERCRESS,CARDAMINE HIRSUTA,
1062,LIVERWORT (MARCHANTIA POLYMORPHA),LIVERWORT,LIVERWORT,MARCHANTIA POLYMORPHA,
1063,SNAPWEED (CARDAMINE HIRSUTA),SNAPWEED,SNAPWEED,IMPATIENS SPP.,
1064,TRIAZINE-RESISTANT PIGWEED,AMARANTH,PIGWEED,AMARANTHUS SPP.,"2,5,14,2+4,2+5"
1065,CHEAT GRASS,BROME,CHEAT GRASS,BROMUS TECTORUM,9
1066,HENBIT,HENBIT,HENBIT,LAMIUM AMPLEXICAULE,
1067,JOHNSON GRASS (SEEDLING),JOHNSON GRASS,JOHNSON GRASS,SORGHUM HALEPENSE,
1068,LAMB'S-QUARTER,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1069,LAMBSQUARTER,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1070,TANK-MIX,REFER TO LABEL,REFER TO LABEL,,
1071,WINTER ANNUAL BROADLEAF WEEDS,WEEDS,WINTER ANNUAL BROADLEAF WEEDS,,
1072,BARLEY (VOLUNTEER),BARLEY,VOLUNTEER BARLEY,HORDEUM VULGARE,
1073,BUCKWHEAT (WILD),BUCKWHEAT,WILD BUCKWHEAT,FALLOPIA CONVOLVULUS,2
1074,CANOLA (NON-GLYPHOSATE TOLERANT),CANOLA,CANOLA,BRASSICA NAPUS,
1075,HAWKS BEARD (NARROW-LEAVED),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1076,MILKWEED (COMMON) (15 60 CM IN HEIGHT AND ACTIVELY GROWING),MILKWEED,COMMON MILKWEED,ASCLEPIAS SYRIACA,
1077,"PIGWEED (REDROOT, SMOOTH)",AMARANTH,PIGWEED,AMARANTHUS SPP.,"2,5,14,2+4,2+5"
1078,PROSO MILLET (WILD),PROSO MILLET,WILD PROSO MILLET,PANICUM MILIACEUM,
1079,RAGWEED (COMMON),RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1080,"SMARTWEED (GREEN, PENNSYLVANIA)",SMARTWEED,SMARTWEED,PERSICARIA SPP.,
1081,SOWTHISTLE (PERENNIAL) FROM THE ROSETTE STAGE TO 20 CM IN HEIGHT AND ACTIVELY GROWING,SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1082,THISTLE (CANADA) FROM THE ROSETTE STAGE TO 20 CM IN HEIGHT AND ACTIVELY GROWING,THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
1083,TOMATO (WILD),WILD TOMATO,WILD TOMATO,SOLANUM PIMPINELLIFOLIUM,
1084,WHEAT (VOLUNTEER),WHEAT,WHEAT,TRITICUM SPP.,
1085,WIRESTEM MUHLY (10-20 CM IN HEIGHT AND ACTIVELY GROWING),WIRESTEM MUHLY,WIRESTEM MUHLY,MUHLENBERGIA FRONDOSA,
1086,YELLOW NUTSEDGE (5-15 CM IN HEIGHT AND ACTIVELY GROWING),NUTSEDGE,YELLOW NUTSEDGE,CYPERUS ESCULENTUS,
1087,LADYS THUMB (SMARTWEED),SMARTWEED,LADYS THUMB,PERSICARIA MACULOSA,
1088,LAMBSQUARTERS (INCLUDING TRIAZINE RESISTANT BIOTYPES),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1089,CANOLA / RAPESEED (NON-GLYPHOSATE TOLERANT),CANOLA,CANOLA,BRASSICA NAPUS,
1090,M,NA,NA,,
1091,ANNUAL BROADLEAF SPECIES,ANNUAL BROADLEAF WEEDS,ANNUAL BROADLEAF WEEDS,,
1092,ANNUAL WEEDS,ANNUAL WEEDS,ANNUAL GRASS,,
1093,ARTEMISIA,DAISY FAMILY,DAISY FAMILY,ARTEMISIA,
1094,BINDWEED,BINDWEED,BINDWEED,CONVOLVULUS ARVENSIS,
1095,BITTERCRESS,BITTERCRESS,BITTERCRESS,CARDAMINE SPP.,
1096,BLUE ASTER,BLUE ASTER,BLUE ASTER,SYMPHYOTRICHUM LAEVE,
1097,BRACKEN FERN,BRACKEN FERN,BRACKEN FERN,PTERIDIUM AQUILINUM,
1098,COUCH GRASS,COUCH GRASS,COUCH GRASS,ELYMUS REPENS,
1099,LOOSESTRIFE,LOOSESTRIFE,LOOSESTRIFE,LYSIMACHIA SPP.,
1100,NUTSEDGE (NUTGRASS),NUTSEDGE,NUTGRASS,CYPERUS ROTUNDUS,
1101,PERENNIAL BROADLEAF WEEDS,BROADLEAF WEEDS,BROADLEAF WEEDS,,
1102,SEEDLING WEEDS,WEEDS,WEEDS,,
1103,SPURGE,SPURGE,SPURGE,EUPHORBIA SPP.,
1104,THISTLES,THISTLE,THISTLE,CIRSIUM SPP.,
1105,TOUGH PERENNIAL WEEDS,PERENNIAL WEEDS,PERENNIAL WEEDS,,
1106,CHICKWEED (UP TO 8 CM),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
1107,HEMPNETTLE (2-6 LEAF),HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
1108,N/A TANK MIX,REFER TO LABEL,REFER TO LABEL,,
1109,ROUND-LEAVED MALLOW (1-6 LEAF),MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
1110,STORK'S-BILL (1-8 LEAF),STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
1111,VOLUNTEER FLAX (1-12 CM),FLAX,VOLUNTEER FLAX,LINUM SPP.,
1112,VOLUNTEER CANOLA (NON- IMAZAMOXTOLERANT CANOLA ONLY),CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1113,VOLUNTEER SPRING WHEAT (NON IMAZAMOX-TOLERANT WHEAT),WHEAT,VOLUNTEER DURUM WHEAT,TRITICUM DURUM,
1114,VOLUNTEER OAT,OAT,VOLUNTEER OAT,AVENA SATIVA,
1115,BARLEY,BARLEY,BARLEY,HORDEUM VULGARE,
1116,OATS,OAT,OAT,AVENA SATIVA,
1117,WHEAT,WHEAT,WHEAT,TRITICUM SPP.,
1118,REDROOT,AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1119,"CANOLA, VOLUNTEER, INCLUDING GLYPHOSATE TOLERANT",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1120,"LAMBS-QUARTERS, COMMON",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1121,"LAMBS-QUARTERS, COMMON (UP TO 7.5 CM TALL)",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1122,"LETTUCE, PRICKLY",LETTUCE,PRICKLY LETTUCE,LACTUCA SERRIOLA,
1123,"MALLOW, ROUND-LEAVED",MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
1124,"MALLOW, VENICE (UP TO 5 CM TALL)",VENICE MALLOW,VENICE MALLOW,HIBISCUS TRIONUM,
1125,MORNING GLORY (UP TO 3 LEAVES),MORNING GLORY,MORNING GLORY,IPOMOEA SPP.,
1126,"MUSTARD, TANSY",TANSY MUSTARD,TANSY MUSTARD,DESCURAINIA SOPHIA,
1127,"NIGHTSHADE, EASTERN BLACK (UP TO 5 CM TALL)",NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,"2,22"
1128,"NIGHTSHADE, HAIRY",NIGHTSHADE,HAIRY NIGHTSHADE,SOLANUM SARACHOIDES,
1129,"PENNYCRESS, FIELD (STINKWEED)",FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
1130,"PIGWEED, PROSTRATE",AMARANTH,PROSTRATE PIGWEED,AMARANTHUS BLITOIDES,
1131,"PIGWEED, SMOOTH",AMARANTH,SMOOTH PIGWEED,AMARANTHUS HYBRIDUS,6
1132,"PIGWEED, TUMBLE",AMARANTH,TUMBLE PIGWEED,AMARANTHUS ALBUS,
1133,"SMARTWEED, PENNSYLVANIA (SEEDLING)",SMARTWEED,PENNSYLVANIA SMARTWEED,PERSICARIA PENSYLVANICA,
1134,"SPURRY, CORN",CORN SPURRY,CORN SPURRY,SPERGULA ARVENSIS,
1135,"WATERHEMP, TALL AND COMMON",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1136,"WATERHEMP, TALL AND COMMON (UP TO 5 CM TALL)",AMARANTH,WATERHEMP,AMARANTHUS SPP.,"2,2+5,2+9,2+14,2+27,5+9,2+5+9,2+9+14,2+5+9+14,2+5+9+14+27"
1137,LAMBS-QUARTERS (2-4 LEAF STAGE),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1138,"MUSTARD, BALL (2-4 LEAF STAGE)",BALL MUSTARD,BALL MUSTARD,NESLIA PANICULATA,2
1139,"MUSTARD, HARES-EAR (2-4 LEAF STAGE)",HARE'S EAR MUSTARD,HARE'S EAR MUSTARD,CONRINGIA ORIENTALIS,
1140,"MUSTARD, INDIAN (2-4 LEAF STAGE)",MUSTARD,INDIAN MUSTARD,BRASSICA JUNCEA,
1141,"MUSTARD, WORMSEED (2-4 LEAF STAGE)",WORMSEED MUSTARD,WORMSEED MUSTARD,ERYSIMUM CHEIRANTHOIDES L.,
1142,"PIGWEED, RUSSIAN (2-4 LEAF STAGE)",RUSSIAN PIGWEED,RUSSIAN PIGWEED,AXYRIS AMARANTHOIDES,
1143,ANNUAL SOWTHISTLE (SONCHUS OLERACEUS),SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1144,CANADA FLEABANE (CONYZA CANADENSIS),FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
1145,COMMON LAMBS-QUARTERS (CHENOPODIUM ALBUM),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,
1146,"COMMON WATERHEMP (AMARANTHUS RUDIS), INCLUDING BIOTYPES RESISTANT TO HERBICIDE GROUPS 2, 5 AND 9",AMARANTH,COMMON WATERHEMP,AMARANTHUS RUDIS,
1147,EASTERN BLACK NIGHTSHADE (SOLANUM PTYCANTHUM),NIGHTSHADE,EASTERN BLACK NIGHTSHADE,SOLANUM PTYCANTHUM,
1148,"KOCHIA (KOCHIA SCOPARIA) INCLUDING GROUP 2, 4, AND 9 RESISTANT KOCHIA",KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1149,LIVERWORT,LIVERWORT,LIVERWORT,MARCHANTIA POLYMORPHA,
1150,MOSS,MOSS,MOSS,BRYOPHYTA,
1151,REDROOT PIGWEED (AMARANTHUS RETROFLEXUS),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1152,RUSSIAN THISTLE (SALSOLA SPP.),RUSSIAN THISTLE,RUSSIAN THISTLE,KALI TRAGUS,2
1153,SUCKER,NA,NA,,
1154,"VOLUNTEER CANOLA (BRASSICA NAPUS) INCLUDING GLYPHOSATE, GLUFOSINATE AND IMIDAZOLINONE TOLERANT VARIETIES",CANOLA,VOLUNTEER CANOLA,BRASSICA NAPUS,
1155,COMMON LAMB'S-QUARTERS (CHENOPODIUM ALBUM),LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,
1156,HOPS SUCKER,HOPS SUCKER,HOPS SUCKER,,
1157,"BARLEY, HARE HORDEUM LEPORINUM",BARLEY,HARE BARLEY,HORDEUM LEPORINUM,
1158,"BEDSTRAW, CATCHWEED GALIUM APARINE",BEDSTRAW,CATCHWEED BEDSTRAW,GALIUM APARINE,
1159,"BENTGRASS, CREEPING AGROSTIS STOLONIFERA",BENTGRASS,CREEPING BENTGRASS,AGROSTIS STOLONIFERA,
1160,"BLUEGRASS, ANNUAL POA ANNUA",BLUEGRASS,ANNUAL BLUEGRASS,POA ANNUA,
1161,"BROME, DOWNY BROMUS TECTORUM",BROME,DOWNY BROME,BROMUS TECTORUM,9
1162,"BURNCLOVER, CALIFORNIA MEDICAGO POLYMORPHA",BURCLOVER,BURCLOVER,MEDICAGO POLYMORPHA,
1163,"CARROT, WILD DAUCUS CAROTA",WILD CARROT,WILD CARROT,DAUCUS CAROTA,
1164,"CHAMOMILE, MAYWEED ANTHEMIS COTULA",CHAMOMILE,STINKING CHAMOMILE,ANTHEMIS COTULA,
1165,"CHICKWEED, COMMON STELLARIA MEDIA",CHICKWEED,COMMON CHICKWEED,STELLARIA MEDIA,2
1166,"CHICKWEED, MOUSE-EAR CERASTIUM VULGATUM",MOUSE-EAR CHICKWEED,MOUSE-EAR CHICKWEED,CERASTIUM VULGATUM,
1167,"CLOVER, CRIMSON TRIFOLIUM INCARNATUM",CLOVER,CRIMSON CLOVER,TRIFOLIUM INCARNATUM,
1168,"CLOVER, HOP TRIFOLIUM AUREUM",CLOVER,HOP CLOVER,TRIFOLIUM AUREUM,
1169,"CLOVER, LARGE HOP TRIFOLIUM CAMPESTRE",CLOVER,LOW HOP CLOVER,TRIFOLIUM CAMPESTRE,
1170,"CRABGRASS, LARGE DIGITARIA SANGUINALIS",CRABGRASS,LARGE CRABGRASS,DIGITARIA SANGUINALIS,
1171,"CRABGRASS, SMOOTH DIGITARIA ISCHAEMUM",CRABGRASS,SMOOTH CRABGRASS,DIGITARIA ISCHAEMUM,
1172,DANDELION TARAXACUM OFFICINALES,DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1173,"DANDELION, CAT'S-EAR HYPOCHOERIS RADICATA",DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1174,"FESCUE, ROUGH FESTUCA SCABRELLA",FESCUE,ROUGH FESCUE,FESTUCA SCABRELLA,
1175,"FESCUE, SHEEP FESTUCA OVINA",FESCUE,SHEEP FESCUE,FESTUCA OVINA,
1176,"FESCUE, TALL FESTUCA ARUNDINACEA",FESCUE,TALL FESCUE,FESTUCA ARUNDINACEA,
1177,"FILAREE, REDSTEM ERODIUM CICUTARIUM",REDSTEM FILAREE,REDSTEM FILAREE,ERODIUM CICUTARIUM,
1178,"FLEABANE, HAIRY CONYZA BONARIENSIS",FLEABANE,HAIRY FLEABANE,ERIGERON BONARIENSIS,
1179,"FLEABANE, ROUGH ERIGERON STRIGOSUS",FLEABANE,ROUGH FLEABANE,ERIGERON STRIGOSUS,
1180,"FOXTAIL, GIANT SETARIA FABERI",FOXTAIL,GIANT FOXTAIL,SETARIA FABERI,2
1181,"FOXTAIL, GREEN SETARIA VIRIDIS",FOXTAIL,GREEN FOXTAIL,SETARIA VIRIDIS,"2,1,1+3,3"
1182,"FOXTAIL, YELLOW SETARIA GLAUCA",FOXTAIL,YELLOW FOXTAIL,SETARIA GLAUCA,
1183,GERANIUM CAROLINA GERANIUM CAROLINIANUM,GERANIUM,GERANIUM CAROLINA,GERANIUM CAROLINIANUM,
1184,GROUNDSEL SENECIO SP.,GROUNDSEL,GROUNDSEL,SENECIO SPP.,
1185,"GROUNDSEL, COMMON SENECIO VULGARIS",GROUNDSEL,COMMON GROUNDSEL,SENECIO VULGARIS,5
1186,HAIR FESCUE FESTUCA FILIFORMIS,FESCUE,HAIR FESCUE,FESTUCA FILIFORMIS,
1187,HENBIT LAMIUM AMPLEXICAULE,HENBIT,HENBIT,LAMIUM AMPLEXICAULE,
1188,"HORSEWEED, CANADA/MARE'S TAIL ERIGERON CANADENSIS / CONYZA",CANADA HORSEWEED,CANADA HORSEWEED,ERIGERON CANADENSIS,"2,9,22,2+9"
1189,"HORSEWEED, CANADA/MARE'S TAIL ERIGERON CANADENSIS / CONYZA CANADENSIS",CANADA HORSEWEED,CANADA HORSEWEED,ERIGERON CANADENSIS,"2,9,22,2+9"
1190,"LAMBS-QUARTERS, COMMON CHENOPODIUM ALBUM",LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1191,"MALLOW, COMMON MALVA NEGLECTA",MALLOW,COMMON MALLOW,MALVA NEGLECTA,
1192,"MALLOW, LITTLE MALVA PARVIFLORA",MALLOW,LITTLE MALLOW,MALVA PARIFLORA,
1193,MUSTARD SINAPSIS SP.,MUSTARD,MUSTARD,SINAPSIS SPP.,
1194,"MUSTARD, INDIAN BRASICA JUNCEA",MUSTARD,INDIAN MUSTARD,BRASSICA JUNCEA,
1195,"MUSTARD, TUMBLE SISYMBRIUM ALTISSIMUM",TUMBLE MUSTARD,TUMBLE MUSTARD,SISYMBRIUM ALTISSIMUM,
1196,"MUSTARD, WILD BRASSICA KABER",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1197,NARROWLEAF GOLDENROD EUTHAMIA GRAMINIFOLIA,GOLDENROD,NARROWLEAF GOLDENROD,EUTHAMIA GRAMINIFOLIA,
1198,"OXTONGUE, BRISTLY PICRIS ECHIOIDES",OXTONGUE,BRISTLY OXTONGUE,PICRIS ECHIOIDES,
1199,"PANSY, FIELD VIOLA RAFINESQUIL",FIELD PANSY,AMERICAN FIELD PANSY,VIOLA RAFINESQUIL,
1200,"PEPPERWEED, FIELD LEPIDIUM CAMPESTRE",PEPPERGRASS,FIELD PEPPERWEED,LEPIDIUM CAMPESTRE,
1201,"PIGWEED, PROSTRATE AMARANTHUS LITOIDES",AMARANTH,PROSTRATE PIGWEED,AMARANTHUS BLITOIDES,
1202,"PIGWEED, REDROOT AMARANTHUS RETROFLEXUS",AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1203,"PIGWEED, TUMBLE AMARANTHUS ALBUS",AMARANTH,TUMBLE PIGWEED,AMARANTHUS ALBUS,
1204,"POLYPOGON, RABBITFOOT POLYPOGON MONSPELIENSIS",RABBITFOOT POLYPOGON,RABBITFOOT POLYPOGON,POLYPOGON MONSPELIENSIS,
1205,"PURSLANE, COMMON PORTULACA OLERACEA",PURSLANE,COMMON PURSLANE,PORTULACA OLERACEA,
1206,"RAGWEED, COMMON AMBROSIA ARTEMISIIFOLIA",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1207,RED SORREL RUMEX ACETOSELLA,SORREL,RED SORREL,RUMEX ACETOSELLA,5
1208,"RYEGRASS, ITALIAN LOLIUM MULTIFLORUM",RYE GRASS,ITALIAN RYE GRASS,LOLIUM MULTIFLORUM,
1209,"SANDBUR, LONG-SPINED CENCHRUS LONGISPINUS",SANDBUR,LONG SPINED SANDBUR,CENCHRUS LONGISPINUS,
1210,SHEPHERD'S-PURSE CAPSELLA BURSA-PASTORIS,SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
1211,SOWTHISTLE SONCHUS SP.,SOW THISTLE,SOW THISTLE,SONCHUS SPP.,
1212,"SOWTHISTLE, ANNUAL SONC",SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1213,RED ALDER,ALDER,RED ALDER,ALNUS RUBRA,
1214,SITKA ALDER,ALDER,SITKA ALDER,ALNUS VIRIDIS,
1215,"ALFALFA, VOLUNTEER (UP TO 25 CM IN HEIGHT)",ALFALFA,ALFALFA,MEDICAGO SATIVA,
1216,AMERICAN DRAGONHEAD (UP TO BUD STAGE AND 15 CM IN HEIGHT),AMERICAN DRAGONHEAD,AMERICAN DRAGONHEAD,DRACOCEPHALUM PARVIFLORUM,
1217,"BARNYARD GRASS (UP TO THE 5 LEAF, 2-TILLER STAGE)",BARNYARD GRASS,COMMON BARNYARD GRASS,ECHINOCHLOA CRUSGALLI,5
1218,CHICKWEED (INCLUDING GROUP 2 RESISTANT BIOTYPES),CHICKWEED,CHICKWEED,STELLARIA MEDIA,2
1219,CLEAVERS (1-9 WHORL STAGE) (INCLUDING GROUP 2 RESISTANT BIOTYPES),CLEAVERS,CLEAVERS,GALIUM APARINE L.,
1220,DANDELION (SEEDLINGS & OVER-WINTERED ROSETTES UP TO 30 CM IN DIAMETER),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1221,"FLAX, VOLUNTEER (UP TO 15 CM IN HEIGHT)",FLAX,VOLUNTEER FLAX,LINUM SPP.,
1222,"FLEABANE, CANADA (UP TO 15 CM IN HEIGHT) INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES",FLEABANE,CANADA FLEABANE,ERIGERON CANADENSIS,"2,9,22,2+9"
1223,FLIXWEED (UP TO 8 LEAF & 8 CM IN HEIGHT),FLIXWEED,FLIXWEED,DESCURANIA SOPHIA,
1224,HEMP-NETTLE (1-8 LEAF STAGE) INCLUDING GROUP 2 RESISTANT BIOTYPES,HEMPNETTLE,COMMON HEMPNETTLE,GALEOPSIS TETRAHIT,"2,4"
1225,HENBIT (UP TO BUD STAGE AND 15 CM IN HEIGHT),HENBIT,HENBIT,LAMIUM AMPLEXICAULE,
1226,KOCHIA LIGHT TO MODERATE INFESTATION (UP TO 150 PLANTS/M2 ,KOCHIA,KOCHIA,BASSIA SCOPARIA,"2,2+4,2+9,2+14,2+4+9"
1227," UP TO 15 CM IN HEIGHT), ), INCLUDING GROUP 2 RESISTANT BIOTYPES",NA,NA,,
1228,LAMBS-QUARTERS INCLUDING GROUP 2 RESISTANT BIOTYPES 1 TO 4 LEAF (SEEDLING) STAGE,LAMB'S QUARTERS,COMMON LAMB'S QUARTERS,CHENOPODIUM ALBUM,"2,5"
1229,"MUSTARD, WILD 1 TO 4 LEAF (SEEDLING) STAGE",WILD MUSTARD,WILD MUSTARD,RHAMPHOSPERMUM ARVENSE,"2,4,5"
1230,NARROW-LEAVED HAWKS-BEARD (UP TO BOLTING & 30 CM IN HEIGHT),HAWKSBEARD,NARROWLEAF HAWKSBEARD,CREPIS TECTORUM,2
1231,"NIGHT FLOWERING CATCHFLY (UP TO BOLTING STAGE, 15 CM IN HEIGHT(",NIGHT FLOWERING CATCHFLY,NIGHT FLOWERING CATCHFLY,SILENE NOCTIFLORA,
1232,"RAGWEED, COMMON (UP TO 6-LEAF STAGE) INCLUDING GROUP 2 AND 9 RESISTANT BIOTYPES",RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1233,ROUND-LEAVED MALLOW (UP TO THE 6-LEAF STAGE),MALLOW,ROUND LEAVED MALLOW,MALVA PUSILLA,
1234,SCENTLESS CHAMOMILE (UP TO THE BUD STAGE),CHAMOMILE,SCENTLESS CHAMOMILE,TRIPLEUROSPERMUM INODORUM,
1235,SHEPHERDS-PURSE (UP TO BOLTING & 20 CM IN HEIGHT),SHEPHERDS PURSE,SHEPHERDS PURSE,CAPSELLA BURSA-PASTORIS,2
1236,"SMARTWEED (GREEN SMARTWEED, LADYS THUMB)",SMARTWEED,SMARTWEED,PERSICARIA SPP.,
1237,SOW-THISTLE ANNUAL (UP TO 4 LEAF STAGE),SOW THISTLE,ANNUAL SOW THISTLE,SONCHUS OLERACEUS,
1238,"SOW-THISTLE, PERENNIAL (UP TO 6-LEAF STAGE)",SOW THISTLE,PERENNIAL SOW THISTLE,SONCHUS ARVENSIS,
1239,STINKWEED 1 TO 4 LEAF (SEEDLING) STAGE,FIELD PENNYCRESS,STINKWEED,THLASPI ARVENSE,2
1240,STORKS-BILL (UP TO THE 8-LEAF STAGE),STORKS BILL,STORKS BILL,ERODIUM CICUTARIUM,
1241,"THISTLE, CANADA (UP TO THE BOLTING STAGE, 30 CM IN HEIGHT)",THISTLE,CANADA THISTLE,CIRSIUM ARVENSE,
1242,VELVETLEAF (UP TO THE 5-LEAF STAGE),VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
1243,WHITE COCKLE (SPRING SEEDLINGS AND OVER-WINTERED PLANTS UP TO THE BUD STAGE),WHITE COCKLE,WHITE COCKLE,SILENE LATIFOLIA,
1244,NARROW-LEAF PLANTAIN,PLANTAIN,NARROW-LEAVED PLANTAIN,PLANTAGO LANCEOLATA,
1245,COMMON RAGWEED 2-6 LEAF STAGE 10 CM HEIGHT (TALL OR ACROSS),RAGWEED,COMMON RAGWEED,AMBROSIA ARTEMISIIFOLIA,"2,5,2+5,2+9,2+5+9,2+5+14,2+5+9+14"
1246,DANDELION PRE-BLOOM 15 CM HEIGHT (TALL OR ACROSS),DANDELION,COMMON DANDELION,TARAXACUM OFFICINALE,
1247,REDROOT PIGWEED  2-8 LEAF STAGE 10 CM HEIGHT (TALL OR ACROSS),AMARANTH,REDROOT PIGWEED,AMARANTHUS RETROFLEXUS,"2,5,6"
1248,VELVETLEAF  2-4 LEAF STAGE 10 CM HEIGHT (TALL OR ACROSS),VELVETLEAF,VELVETLEAF,ABUTILON THEOPHRASTI,
